,District_Code,District,Province,Code
0,1001,เขตพระนคร,กรุงเทพมหานคร,10
1,1002,เขตดุสิต,กรุงเทพมหานคร,10
2,1003,เขตหนองจอก,กรุงเทพมหานคร,10
3,1004,เขตบางรัก,กรุงเทพมหานคร,10
4,1005,เขตบางเขน,กรุงเทพมหานคร,10
5,1006,เขตบางกะปิ,กรุงเทพมหานคร,10
6,1007,เขตปทุมวัน,กรุงเทพมหานคร,10
7,1008,เขตป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,10
8,1009,เขตพระโขนง,กรุงเทพมหานคร,10
9,1010,เขตมีนบุรี,กรุงเทพมหานคร,10
10,1011,เขตลาดกระบัง,กรุงเทพมหานคร,10
11,1012,เขตยานนาวา,กรุงเทพมหานคร,10
12,1013,เขตสัมพันธวงศ์,กรุงเทพมหานคร,10
13,1014,เขตพญาไท,กรุงเทพมหานคร,10
14,1015,เขตธนบุรี,กรุงเทพมหานคร,10
15,1016,เขตบางกอกใหญ่,กรุงเทพมหานคร,10
16,1017,เขตห้วยขวาง,กรุงเทพมหานคร,10
17,1018,เขตคลองสาน,กรุงเทพมหานคร,10
18,1019,เขตตลิ่งชัน,กรุงเทพมหานคร,10
19,1020,เขตบางกอกน้อย,กรุงเทพมหานคร,10
20,1021,เขตบางขุนเทียน,กรุงเทพมหานคร,10
21,1022,เขตภาษีเจริญ,กรุงเทพมหานคร,10
22,1023,เขตหนองแขม,กรุงเทพมหานคร,10
23,1024,เขตราษฎร์บูรณะ,กรุงเทพมหานคร,10
24,1025,เขตบางพลัด,กรุงเทพมหานคร,10
25,1026,เขตดินแดง,กรุงเทพมหานคร,10
26,1027,เขตบึงกุ่ม,กรุงเทพมหานคร,10
27,1028,เขตสาทร,กรุงเทพมหานคร,10
28,1029,เขตบางซื่อ,กรุงเทพมหานคร,10
29,1030,เขตจตุจักร,กรุงเทพมหานคร,10
30,1031,เขตบางคอแหลม,กรุงเทพมหานคร,10
31,1032,เขตประเวศ,กรุงเทพมหานคร,10
32,1033,เขตคลองเตย,กรุงเทพมหานคร,10
33,1034,เขตสวนหลวง,กรุงเทพมหานคร,10
34,1035,เขตจอมทอง,กรุงเทพมหานคร,10
35,1036,เขตดอนเมือง,กรุงเทพมหานคร,10
36,1037,เขตราชเทวี,กรุงเทพมหานคร,10
37,1038,เขตลาดพร้าว,กรุงเทพมหานคร,10
38,1039,เขตวัฒนา,กรุงเทพมหานคร,10
39,1040,เขตบางแค,กรุงเทพมหานคร,10
40,1041,เขตหลักสี่,กรุงเทพมหานคร,10
41,1042,เขตสายไหม,กรุงเทพมหานคร,10
42,1043,เขตคันนายาว,กรุงเทพมหานคร,10
43,1044,เขตสะพานสูง,กรุงเทพมหานคร,10
44,1045,เขตวังทองหลาง,กรุงเทพมหานคร,10
45,1046,เขตคลองสามวา,กรุงเทพมหานคร,10
46,1047,เขตบางนา,กรุงเทพมหานคร,10
47,1048,เขตทวีวัฒนา,กรุงเทพมหานคร,10
48,1049,เขตทุ่งครุ,กรุงเทพมหานคร,10
49,1050,เขตบางบอน,กรุงเทพมหานคร,10
50,1098,สำนักงานปกครองและทะเบียน,กรุงเทพมหานคร,10
51,1099,สำนักทะเบียนกลาง,กรุงเทพมหานคร,10
52,1101,อำเภอเมืองสมุทรปราการ,สมุทรปราการ,11
53,1102,อำเภอบางบ่อ,สมุทรปราการ,11
54,1103,อำเภอบางพลี,สมุทรปราการ,11
55,1104,อำเภอพระประแดง,สมุทรปราการ,11
56,1105,อำเภอพระสมุทรเจดีย์,สมุทรปราการ,11
57,1106,อำเภอบางเสาธง,สมุทรปราการ,11
58,1182,ท้องถิ่นเทศบาลเมืองบางแก้ว,สมุทรปราการ,11
59,1183,ท้องถิ่นเทศบาลเมืองปากน้ำสมุทรปราการ,สมุทรปราการ,11
60,1184,ท้องถิ่นเทศบาลตำบลบางเสาธง,สมุทรปราการ,11
61,1185,ท้องถิ่นเทศบาลตำบลแหลมฟ้าผ่า,สมุทรปราการ,11
62,1186,ท้องถิ่นเทศบาลตำบลพระสมุทรเจดีย์,สมุทรปราการ,11
63,1187,ท้องถิ่นเทศบาลตำบลบางพลี,สมุทรปราการ,11
64,1188,ท้องถิ่นเทศบาลตำบลบางบ่อ,สมุทรปราการ,11
65,1189,ท้องถิ่นเทศบาลตำบลคลองสวน,สมุทรปราการ,11
66,1190,ท้องถิ่นเทศบาลตำบลคลองด่าน,สมุทรปราการ,11
67,1191,ท้องถิ่นเทศบาลตำบลบางปู,สมุทรปราการ,11
68,1192,ท้องถิ่นเทศบาลตำบลแพรกษา,สมุทรปราการ,11
69,1193,ท้องถิ่นเทศบาลตำบลบางเมือง,สมุทรปราการ,11
70,1194,ท้องถิ่นเทศบาลตำบลด่านสำโรง,สมุทรปราการ,11
71,1195,ท้องถิ่นเทศบาลเมืองปู่เจ้าสมิงพราย,สมุทรปราการ,11
72,1196,ท้องถิ่นเทศบาลตำบลสำโรงเหนือ,สมุทรปราการ,11
73,1197,ท้องถิ่นเทศบาลเมืองลัดหลวง,สมุทรปราการ,11
74,1198,ท้องถิ่นเทศบาลเมืองพระประแดง,สมุทรปราการ,11
75,1199,ท้องถิ่นเทศบาลนครสมุทรปราการ,สมุทรปราการ,11
76,1201,อำเภอเมืองนนทบุรี,นนทบุรี,12
77,1202,อำเภอบางกรวย,นนทบุรี,12
78,1203,อำเภอบางใหญ่,นนทบุรี,12
79,1204,อำเภอบางบัวทอง,นนทบุรี,12
80,1205,อำเภอไทรน้อย,นนทบุรี,12
81,1206,อำเภอปากเกร็ด,นนทบุรี,12
82,1251,สาขาแขวงท่าทราย อำเภอเมืองนนทบุรี,นนทบุรี,12
83,1284,ท้องถิ่นเทศบาลเมืองบางรักพัฒนา,นนทบุรี,12
84,1285,ท้องถิ่นเทศบาลเมืองบางคูรัด,นนทบุรี,12
85,1286,ท้องถิ่นเทศบาลตำบลเสาธงหิน,นนทบุรี,12
86,1287,ท้องถิ่นเทศบาลตำบลบางพลับ,นนทบุรี,12
87,1288,ท้องถิ่นเทศบาลเมืองพิมลราช,นนทบุรี,12
88,1289,ท้องถิ่นเทศบาลตำบลศาลากลาง,นนทบุรี,12
89,1290,ท้องถิ่นเทศบาลเมืองไทรม้า,นนทบุรี,12
90,1291,ท้องถิ่นเทศบาลตำบลไทรน้อย,นนทบุรี,12
91,1292,ท้องถิ่นเทศบาลตำบลบางใหญ่,นนทบุรี,12
92,1293,ท้องถิ่นเทศบาลตำบลบางม่วง,นนทบุรี,12
93,1294,ท้องถิ่นเทศบาลตำบลปลายบาง,นนทบุรี,12
94,1295,ท้องถิ่นเทศบาลเมืองบางศรีเมือง,นนทบุรี,12
95,1296,ท้องถิ่นเทศบาลเมืองบางกรวย,นนทบุรี,12
96,1297,ท้องถิ่นเทศบาลนครปากเกร็ด,นนทบุรี,12
97,1298,ท้องถิ่นเทศบาลเมืองบางบัวทอง,นนทบุรี,12
98,1299,ท้องถิ่นเทศบาลนครนนทบุรี,นนทบุรี,12
99,1301,อำเภอเมืองปทุมธานี,ปทุมธานี,13
100,1302,อำเภอคลองหลวง,ปทุมธานี,13
101,1303,อำเภอธัญบุรี,ปทุมธานี,13
102,1304,อำเภอหนองเสือ,ปทุมธานี,13
103,1305,อำเภอลาดหลุมแก้ว,ปทุมธานี,13
104,1306,อำเภอลำลูกกา,ปทุมธานี,13
105,1307,อำเภอสามโคก,ปทุมธานี,13
106,1351,สาขาตำบลคูคต อำเภอลำลูกกา,ปทุมธานี,13
107,1379,ท้องถิ่นเทศบาลเมืองลาดสวาย,ปทุมธานี,13
108,1380,ท้องถิ่นเทศบาลตำบลบางพูน,ปทุมธานี,13
109,1381,ท้องถิ่นเทศบาลตำบลบ้านกลาง,ปทุมธานี,13
110,1382,ท้องถิ่นเทศบาลเมืองลำสามแก้ว,ปทุมธานี,13
111,1383,ท้องถิ่นเทศบาลเมืองบางคูวัด,ปทุมธานี,13
112,1384,ท้องถิ่นเทศบาลเมืองบึงยี่โถ,ปทุมธานี,13
113,1385,ท้องถิ่นเทศบาลตำบลหลักหก,ปทุมธานี,13
114,1386,ท้องถิ่นเทศบาลเมืองบางกะดี,ปทุมธานี,13
115,1387,ท้องถิ่นเทศบาลตำบลบางเตย,ปทุมธานี,13
116,1388,ท้องถิ่นเทศบาลตำบลลำลูกกา,ปทุมธานี,13
117,1389,ท้องถิ่นเทศบาลตำบลลำไทร,ปทุมธานี,13
118,1390,ท้องถิ่นเทศบาลตำบลระแหง,ปทุมธานี,13
119,1391,ท้องถิ่นเทศบาลตำบลหนองเสือ,ปทุมธานี,13
120,1392,ท้องถิ่นเทศบาลเมืองสนั่นรักษ์,ปทุมธานี,13
121,1393,ท้องถิ่นเทศบาลตำบลธัญบุรี,ปทุมธานี,13
122,1394,ท้องถิ่นเทศบาลเมืองคลองหลวง,ปทุมธานี,13
123,1395,ท้องถิ่นเทศบาลตำบลบางหลวง,ปทุมธานี,13
124,1396,ท้องถิ่นเทศบาลเมืองท่าโขลง,ปทุมธานี,13
125,1397,ท้องถิ่นเทศบาลเมืองคูคต,ปทุมธานี,13
126,1398,ท้องถิ่นเทศบาลนครรังสิต,ปทุมธานี,13
127,1399,ท้องถิ่นเทศบาลเมืองปทุมธานี,ปทุมธานี,13
128,1401,อำเภอพระนครศรีอยุธยา,พระนครศรีอยุธยา,14
129,1402,อำเภอท่าเรือ,พระนครศรีอยุธยา,14
130,1403,อำเภอนครหลวง,พระนครศรีอยุธยา,14
131,1404,อำเภอบางไทร,พระนครศรีอยุธยา,14
132,1405,อำเภอบางบาล,พระนครศรีอยุธยา,14
133,1406,อำเภอบางปะอิน,พระนครศรีอยุธยา,14
134,1407,อำเภอบางปะหัน,พระนครศรีอยุธยา,14
135,1408,อำเภอผักไห่,พระนครศรีอยุธยา,14
136,1409,อำเภอภาชี,พระนครศรีอยุธยา,14
137,1410,อำเภอลาดบัวหลวง,พระนครศรีอยุธยา,14
138,1411,อำเภอวังน้อย,พระนครศรีอยุธยา,14
139,1412,อำเภอเสนา,พระนครศรีอยุธยา,14
140,1413,อำเภอบางซ้าย,พระนครศรีอยุธยา,14
141,1414,อำเภออุทัย,พระนครศรีอยุธยา,14
142,1415,อำเภอมหาราช,พระนครศรีอยุธยา,14
143,1416,อำเภอบ้านแพรก,พระนครศรีอยุธยา,14
144,1465,ท้องถิ่นเทศบาลเมืองบ้านกรด,พระนครศรีอยุธยา,14
145,1466,ท้องถิ่นเทศบาลตำบลสามเมือง,พระนครศรีอยุธยา,14
146,1467,ท้องถิ่นเทศบาลตำบลสามกอ,พระนครศรีอยุธยา,14
147,1468,ท้องถิ่นเทศบาลตำบลบางนมโค,พระนครศรีอยุธยา,14
148,1469,ท้องถิ่นเทศบาลตำบลบางกระสั้น,พระนครศรีอยุธยา,14
149,1470,ท้องถิ่นเทศบาลตำบลเชียงรากน้อย,พระนครศรีอยุธยา,14
150,1471,ท้องถิ่นเทศบาลตำบลคลองจิก,พระนครศรีอยุธยา,14
151,1472,ท้องถิ่นเทศบาลตำบลปราสาททอง,พระนครศรีอยุธยา,14
152,1473,ท้องถิ่นเทศบาลตำบลบ้านแพรก,พระนครศรีอยุธยา,14
153,1474,ท้องถิ่นเทศบาลตำบลโรงช้าง,พระนครศรีอยุธยา,14
154,1475,ท้องถิ่นเทศบาลตำบลมหาราช,พระนครศรีอยุธยา,14
155,1476,ท้องถิ่นเทศบาลตำบลอุทัย,พระนครศรีอยุธยา,14
156,1477,ท้องถิ่นเทศบาลตำบลบางซ้าย,พระนครศรีอยุธยา,14
157,1478,ท้องถิ่นเทศบาลตำบลหัวเวียง,พระนครศรีอยุธยา,14
158,1479,ท้องถิ่นเทศบาลเมืองลำตาเสา,พระนครศรีอยุธยา,14
159,1480,ท้องถิ่นเทศบาลตำบลลาดบัวหลวง,พระนครศรีอยุธยา,14
160,1481,ท้องถิ่นเทศบาลตำบลภาชี,พระนครศรีอยุธยา,14
161,1482,ท้องถิ่นเทศบาลตำบลลาดชะโด,พระนครศรีอยุธยา,14
162,1483,ท้องถิ่นเทศบาลเมืองผักไห่,พระนครศรีอยุธยา,14
163,1484,ท้องถิ่นเทศบาลตำบลพระอินทราชา,พระนครศรีอยุธยา,14
164,1485,ท้องถิ่นเทศบาลตำบลบ้านสร้าง,พระนครศรีอยุธยา,14
165,1486,ท้องถิ่นเทศบาลตำบลบางปะอิน,พระนครศรีอยุธยา,14
166,1487,ท้องถิ่นเทศบาลตำบลบางปะหัน,พระนครศรีอยุธยา,14
167,1488,ท้องถิ่นเทศบาลตำบลมหาพราหมณ์,พระนครศรีอยุธยา,14
168,1489,ท้องถิ่นเทศบาลตำบลบางบาล,พระนครศรีอยุธยา,14
169,1490,ท้องถิ่นเทศบาลตำบลราชคราม,พระนครศรีอยุธยา,14
170,1491,ท้องถิ่นเทศบาลตำบลบางไทร,พระนครศรีอยุธยา,14
171,1492,ท้องถิ่นเทศบาลตำบลอรัญญิก,พระนครศรีอยุธยา,14
172,1493,ท้องถิ่นเทศบาลตำบลนครหลวง,พระนครศรีอยุธยา,14
173,1494,ท้องถิ่นเทศบาลตำบลท่าหลวง,พระนครศรีอยุธยา,14
174,1495,ท้องถิ่นเทศบาลเมืองอโยธยา,พระนครศรีอยุธยา,14
175,1496,ท้องถิ่นเทศบาลตำบลเจ้าเจ็ด,พระนครศรีอยุธยา,14
176,1497,ท้องถิ่นเทศบาลตำบลท่าเรือ,พระนครศรีอยุธยา,14
177,1498,ท้องถิ่นเทศบาลเมืองเสนา,พระนครศรีอยุธยา,14
178,1499,ท้องถิ่นเทศบาลนครพระนครศรีอยุธยา,พระนครศรีอยุธยา,14
179,1501,อำเภอเมืองอ่างทอง,อ่างทอง,15
180,1502,อำเภอไชโย,อ่างทอง,15
181,1503,อำเภอป่าโมก,อ่างทอง,15
182,1504,อำเภอโพธิ์ทอง,อ่างทอง,15
183,1505,อำเภอแสวงหา,อ่างทอง,15
184,1506,อำเภอวิเศษชัยชาญ,อ่างทอง,15
185,1507,อำเภอสามโก้,อ่างทอง,15
186,1588,ท้องถิ่นเทศบาลตำบลโพสะ,อ่างทอง,15
187,1589,ท้องถิ่นเทศบาลตำบลศาลาแดง,อ่างทอง,15
188,1590,ท้องถิ่นเทศบาลตำบลสามโก้,อ่างทอง,15
189,1591,ท้องถิ่นเทศบาลตำบลวิเศษไชยชาญ,อ่างทอง,15
190,1592,ท้องถิ่นเทศบาลตำบลบางจัก,อ่างทอง,15
191,1593,ท้องถิ่นเทศบาลตำบลแสวงหา,อ่างทอง,15
192,1594,ท้องถิ่นเทศบาลตำบลรำมะสัก,อ่างทอง,15
193,1595,ท้องถิ่นเทศบาลตำบลโพธิ์ทอง,อ่างทอง,15
194,1596,ท้องถิ่นเทศบาลตำบลไชโย,อ่างทอง,15
195,1597,ท้องถิ่นเทศบาลตำบลเกษไชโย,อ่างทอง,15
196,1598,ท้องถิ่นเทศบาลตำบลป่าโมก,อ่างทอง,15
197,1599,ท้องถิ่นเทศบาลเมืองอ่างทอง,อ่างทอง,15
198,1601,อำเภอเมืองลพบุรี,ลพบุรี,16
199,1602,อำเภอพัฒนานิคม,ลพบุรี,16
200,1603,อำเภอโคกสำโรง,ลพบุรี,16
201,1604,อำเภอชัยบาดาล,ลพบุรี,16
202,1605,อำเภอท่าวุ้ง,ลพบุรี,16
203,1606,อำเภอบ้านหมี่,ลพบุรี,16
204,1607,อำเภอท่าหลวง,ลพบุรี,16
205,1608,อำเภอสระโบสถ์,ลพบุรี,16
206,1609,อำเภอโคกเจริญ,ลพบุรี,16
207,1610,อำเภอลำสนธิ,ลพบุรี,16
208,1611,อำเภอหนองม่วง,ลพบุรี,16
209,1681,ท้องถิ่นเทศบาลตำบลกกโก,ลพบุรี,16
210,1682,ท้องถิ่นเทศบาลตำบลถนนใหญ่,ลพบุรี,16
211,1683,ท้องถิ่นเทศบาลเมืองเขาสามยอด,ลพบุรี,16
212,1684,ท้องถิ่นเทศบาลตำบลท่าศาลา,ลพบุรี,16
213,1685,ท้องถิ่นเทศบาลตำบลดีลัง,ลพบุรี,16
214,1686,ท้องถิ่นเทศบาลตำบลเขาพระงาม,ลพบุรี,16
215,1687,ท้องถิ่นเทศบาลตำบลหนองม่วง,ลพบุรี,16
216,1688,ท้องถิ่นเทศบาลตำบลสระโบสถ์,ลพบุรี,16
217,1689,ท้องถิ่นเทศบาลตำบลบ้านท่าหลวง,ลพบุรี,16
218,1690,ท้องถิ่นเทศบาลตำบลท่าวุ้ง,ลพบุรี,16
219,1691,ท้องถิ่นเทศบาลตำบลท่าโขลง,ลพบุรี,16
220,1692,ท้องถิ่นเทศบาลตำบลลำนารายณ์,ลพบุรี,16
221,1693,ท้องถิ่นเทศบาลตำบลหนองม่วง,ลพบุรี,16
222,1694,ท้องถิ่นเทศบาลตำบลพัฒนานิคม,ลพบุรี,16
223,1695,ท้องถิ่นเทศบาลตำบลแก่งเสือเต้น,ลพบุรี,16
224,1696,ท้องถิ่นเทศบาลตำบลโคกตูม,ลพบุรี,16
225,1697,ท้องถิ่นเทศบาลตำบลโคกสำโรง,ลพบุรี,16
226,1698,ท้องถิ่นเทศบาลเมืองบ้านหมี่,ลพบุรี,16
227,1699,ท้องถิ่นเทศบาลเมืองลพบุรี,ลพบุรี,16
228,1701,อำเภอเมืองสิงห์บุรี,สิงห์บุรี,17
229,1702,อำเภอบางระจัน,สิงห์บุรี,17
230,1703,อำเภอค่ายบางระจัน,สิงห์บุรี,17
231,1704,อำเภอพรหมบุรี,สิงห์บุรี,17
232,1705,อำเภอท่าช้าง,สิงห์บุรี,17
233,1706,อำเภออินทร์บุรี,สิงห์บุรี,17
234,1793,ท้องถิ่นเทศบาลตำบลอินทร์บุรี,สิงห์บุรี,17
235,1794,ท้องถิ่นเทศบาลตำบลถอนสมอ,สิงห์บุรี,17
236,1795,ท้องถิ่นเทศบาลตำบลพรหมบุรี,สิงห์บุรี,17
237,1796,ท้องถิ่นเทศบาลตำบลบางน้ำเชี่ยว,สิงห์บุรี,17
238,1797,ท้องถิ่นเทศบาลตำบลโพสังโฆ,สิงห์บุรี,17
239,1798,ท้องถิ่นเทศบาลเมืองบางระจัน,สิงห์บุรี,17
240,1799,ท้องถิ่นเทศบาลเมืองสิงห์บุรี,สิงห์บุรี,17
241,1801,อำเภอเมืองชัยนาท,ชัยนาท,18
242,1802,อำเภอมโนรมย์,ชัยนาท,18
243,1803,อำเภอวัดสิงห์,ชัยนาท,18
244,1804,อำเภอสรรพยา,ชัยนาท,18
245,1805,อำเภอสรรคบุรี,ชัยนาท,18
246,1806,อำเภอหันคา,ชัยนาท,18
247,1807,อำเภอหนองมะโมง,ชัยนาท,18
248,1808,อำเภอเนินขาม,ชัยนาท,18
249,1809,กิ่งอำเภอศรีหนองแซง,ชัยนาท,18
250,1880,ท้องถิ่นเทศบาลตำบลบางหลวง,ชัยนาท,18
251,1881,ท้องถิ่นเทศบาลตำบลนางลือ,ชัยนาท,18
252,1882,ท้องถิ่นเทศบาลตำบลเสือโฮก,ชัยนาท,18
253,1883,ท้องถิ่นเทศบาลตำบลหาดท่าเสา,ชัยนาท,18
254,1884,ท้องถิ่นเทศบาลตำบลชัยนาท,ชัยนาท,18
255,1885,ท้องถิ่นเทศบาลตำบลบ้านกล้วย,ชัยนาท,18
256,1886,ท้องถิ่นเทศบาลตำบลสรรคบุรี,ชัยนาท,18
257,1887,ท้องถิ่นเทศบาลตำบลหนองแซง,ชัยนาท,18
258,1888,ท้องถิ่นเทศบาลตำบลดงคอน,ชัยนาท,18
259,1889,ท้องถิ่นเทศบาลตำบลวังตะเคียน,ชัยนาท,18
260,1890,ท้องถิ่นเทศบาลตำบลเนินขาม,ชัยนาท,18
261,1891,ท้องถิ่นเทศบาลตำบลหันคา,ชัยนาท,18
262,1892,ท้องถิ่นเทศบาลตำบลสามง่ามท่าโบสถ์,ชัยนาท,18
263,1893,ท้องถิ่นเทศบาลตำบลแพรกศรีราชา,ชัยนาท,18
264,1894,ท้องถิ่นเทศบาลตำบลสรรพยา,ชัยนาท,18
265,1895,ท้องถิ่นเทศบาลตำบลโพธิ์พิทักษ์,ชัยนาท,18
266,1896,ท้องถิ่นเทศบาลตำบลหางน้ำสาคร,ชัยนาท,18
267,1897,ท้องถิ่นเทศบาลตำบลคุ้งสำเภา,ชัยนาท,18
268,1898,ท้องถิ่นเทศบาลตำบลวัดสิงห์,ชัยนาท,18
269,1899,ท้องถิ่นเทศบาลเมืองชัยนาท,ชัยนาท,18
270,1901,อำเภอเมืองสระบุรี,สระบุรี,19
271,1902,อำเภอแก่งคอย,สระบุรี,19
272,1903,อำเภอหนองแค,สระบุรี,19
273,1904,อำเภอวิหารแดง,สระบุรี,19
274,1905,อำเภอหนองแซง,สระบุรี,19
275,1906,อำเภอบ้านหมอ,สระบุรี,19
276,1907,อำเภอดอนพุด,สระบุรี,19
277,1908,อำเภอหนองโดน,สระบุรี,19
278,1909,อำเภอพระพุทธบาท,สระบุรี,19
279,1910,อำเภอเสาไห้,สระบุรี,19
280,1911,อำเภอมวกเหล็ก,สระบุรี,19
281,1912,อำเภอวังม่วง,สระบุรี,19
282,1913,อำเภอเฉลิมพระเกียรติ,สระบุรี,19
283,1974,ท้องถิ่นเทศบาลตำบลพุกร่าง,สระบุรี,19
284,1975,ท้องถิ่นเทศบาลตำบลคำพราน,สระบุรี,19
285,1976,ท้องถิ่นเทศบาลตำบลไผ่ต่ำ,สระบุรี,19
286,1977,ท้องถิ่นเทศบาลตำบลตะกุด,สระบุรี,19
287,1978,ท้องถิ่นเทศบาลตำบลกุดนกเปล้า,สระบุรี,19
288,1979,ท้องถิ่นเทศบาลตำบลหน้าพระลาน,สระบุรี,19
289,1980,ท้องถิ่นเทศบาลตำบลวังม่วง,สระบุรี,19
290,1981,ท้องถิ่นเทศบาลตำบลมวกเหล็ก,สระบุรี,19
291,1982,ท้องถิ่นเทศบาลตำบลเสาไห้,สระบุรี,19
292,1983,ท้องถิ่นเทศบาลตำบลสวนดอกไม้,สระบุรี,19
293,1984,ท้องถิ่นเทศบาลตำบลบ้านยาง,สระบุรี,19
294,1985,ท้องถิ่นเทศบาลตำบลหนองโดน,สระบุรี,19
295,1986,ท้องถิ่นเทศบาลตำบลดอนพุด,สระบุรี,19
296,1987,ท้องถิ่นเทศบาลตำบลบ้านหมอ,สระบุรี,19
297,1988,ท้องถิ่นเทศบาลตำบลท่าลาน,สระบุรี,19
298,1989,ท้องถิ่นเทศบาลตำบลหนองแซง,สระบุรี,19
299,1990,ท้องถิ่นเทศบาลตำบลหนองหมู,สระบุรี,19
300,1991,ท้องถิ่นเทศบาลตำบลวิหารแดง,สระบุรี,19
301,1992,ท้องถิ่นเทศบาลตำบลหินกอง,สระบุรี,19
302,1993,ท้องถิ่นเทศบาลตำบลคชสิทธิ์,สระบุรี,19
303,1994,ท้องถิ่นเทศบาลเมืองทับกวาง,สระบุรี,19
304,1995,ท้องถิ่นเทศบาลตำบลป๊อกแป๊ก,สระบุรี,19
305,1996,ท้องถิ่นเทศบาลเมืองพระพุทธบาท,สระบุรี,19
306,1997,ท้องถิ่นเทศบาลตำบลหนองแค,สระบุรี,19
307,1998,ท้องถิ่นเทศบาลเมืองแก่งคอย,สระบุรี,19
308,1999,ท้องถิ่นเทศบาลเมืองสระบุรี,สระบุรี,19
309,2001,อำเภอเมืองชลบุรี,ชลบุรี,20
310,2002,อำเภอบ้านบึง,ชลบุรี,20
311,2003,อำเภอหนองใหญ่,ชลบุรี,20
312,2004,อำเภอบางละมุง,ชลบุรี,20
313,2005,อำเภอพานทอง,ชลบุรี,20
314,2006,อำเภอพนัสนิคม,ชลบุรี,20
315,2007,อำเภอศรีราชา,ชลบุรี,20
316,2008,อำเภอเกาะสีชัง,ชลบุรี,20
317,2009,อำเภอสัตหีบ,ชลบุรี,20
318,2010,อำเภอบ่อทอง,ชลบุรี,20
319,2011,อำเภอเกาะจันทร์,ชลบุรี,20
320,2051,สาขาตำบลบางเสร่,ชลบุรี,20
321,2059,ท้องถิ่นเทศบาลเมืองปรกฟ้า,ชลบุรี,20
322,2060,ท้องถิ่นเทศบาลตำบลเกล็ดแก้ว,ชลบุรี,20
323,2061,ท้องถิ่นเทศบาลตำบลเขตรอุดมศักดิ์,ชลบุรี,20
324,2062,ท้องถิ่นเทศบาลตำบลหนองชาก,ชลบุรี,20
325,2063,ท้องถิ่นเทศบาลตำบลหมอนนาง,ชลบุรี,20
326,2064,ท้องถิ่นเทศบาลตำบลตะเคียนเตี้ย,ชลบุรี,20
327,2065,ท้องถิ่นเทศบาลตำบลเสม็ด,ชลบุรี,20
328,2066,ท้องถิ่นเทศบาลตำบลดอนหัวฬ่อ,ชลบุรี,20
329,2067,ท้องถิ่นเทศบาลตำบลห้วยกะปิ,ชลบุรี,20
330,2068,ท้องถิ่นเทศบาลตำบลนาป่า,ชลบุรี,20
331,2069,ท้องถิ่นเทศบาลตำบลหนองไม้แดง,ชลบุรี,20
332,2070,ท้องถิ่นเทศบาลตำบลธาตุทอง,ชลบุรี,20
333,2071,ท้องถิ่นเทศบาลตำบลโป่ง,ชลบุรี,20
334,2072,ท้องถิ่นเทศบาลเมืองหนองปรือ,ชลบุรี,20
335,2073,ท้องถิ่นเทศบาลตำบลท่าบุญมี,ชลบุรี,20
336,2074,ท้องถิ่นเทศบาลตำบลเกาะจันทร์,ชลบุรี,20
337,2075,ท้องถิ่นเทศบาลตำบลบ่อทอง,ชลบุรี,20
338,2076,ท้องถิ่นเทศบาลเมืองสัตหีบ,ชลบุรี,20
339,2077,ท้องถิ่นเทศบาลตำบลบางเสร่,ชลบุรี,20
340,2078,ท้องถิ่นเทศบาลตำบลนาจอมเทียน,ชลบุรี,20
341,2079,ท้องถิ่นเทศบาลตำบลเกาะสีชัง,ชลบุรี,20
342,2080,ท้องถิ่นเทศบาลนครเจ้าพระยาสุรศักดิ์,ชลบุรี,20
343,2081,ท้องถิ่นเทศบาลตำบลบางพระ,ชลบุรี,20
344,2082,ท้องถิ่นเทศบาลตำบลหนองตำลึง,ชลบุรี,20
345,2083,ท้องถิ่นเทศบาลตำบลพานทอง,ชลบุรี,20
346,2084,ท้องถิ่นเทศบาลตำบลห้วยใหญ่,ชลบุรี,20
347,2085,ท้องถิ่นเทศบาลตำบลบางละมุง,ชลบุรี,20
348,2086,ท้องถิ่นเทศบาลตำบลหนองใหญ่,ชลบุรี,20
349,2087,ท้องถิ่นเทศบาลตำบลหัวกุญแจ,ชลบุรี,20
350,2088,ท้องถิ่นเทศบาลตำบลหนองไผ่แก้ว,ชลบุรี,20
351,2089,ท้องถิ่นเทศบาลเมืองอ่างศิลา,ชลบุรี,20
352,2090,ท้องถิ่นเทศบาลเมืองบ้านสวน,ชลบุรี,20
353,2091,ท้องถิ่นเทศบาลตำบลบางทราย,ชลบุรี,20
354,2092,ท้องถิ่นเทศบาลตำบลคลองตำหรุ,ชลบุรี,20
355,2093,ท้องถิ่นเทศบาลนครแหลมฉบัง,ชลบุรี,20
356,2094,ท้องถิ่นเทศบาลเมืองแสนสุข,ชลบุรี,20
357,2095,ท้องถิ่นเทศบาลเมืองบ้านบึง,ชลบุรี,20
358,2096,ท้องถิ่นเมืองพัทยา,ชลบุรี,20
359,2097,ท้องถิ่นเทศบาลเมืองศรีราชา,ชลบุรี,20
360,2098,ท้องถิ่นเทศบาลเมืองพนัสนิคม,ชลบุรี,20
361,2099,ท้องถิ่นเทศบาลเมืองชลบุรี,ชลบุรี,20
362,2101,อำเภอเมืองระยอง,ระยอง,21
363,2102,อำเภอบ้านฉาง,ระยอง,21
364,2103,อำเภอแกลง,ระยอง,21
365,2104,อำเภอวังจันทร์,ระยอง,21
366,2105,อำเภอบ้านค่าย,ระยอง,21
